text,label,text_raw,text_classical,text_transformer
You got it go girl partying face partying face partying face I would love to see part 2 of this face with peeking eye face with peeking eye,Positive,You got it go girl 🥳🥳🥳 I would love to see part 2 of this 🫣🫣,you got it go girl partying face partying face partying face would love to see part of this face with peeking eye face with peeking eye,You got it go girl partying face partying face partying face I would love to see part 2 of this face with peeking eye face with peeking eye
What about peterbot,Neutral,What about peterbot,what about peterbot,What about peterbot
I'd pay good money to be a fly on the wall at the Fox News office Christmas party this year.,Neutral,I'd pay good money to be a fly on the wall at the _Fox News_ office Christmas party this year.,pay good money to be fly on the wall at the fox news office christmas party this year,I'd pay good money to be a fly on the wall at the Fox News office Christmas party this year.
This entire pandemic has truly revealed the worst aspects of people...,Neutral,This entire pandemic has truly revealed the worst aspects of people...,this entire pandemic has truly revealed the worst aspects of people,This entire pandemic has truly revealed the worst aspects of people...
Can't appear as though non Republicans can pass legislation.,Neutral,Can't appear as though non Republicans can pass legislation.,can appear as though non republicans can pass legislation,Can't appear as though non Republicans can pass legislation.
Just watched this tonight on UK TV. Unbelievable...,Neutral,Just watched this tonight on UK TV. Unbelievable...,just watched this tonight on uk tv unbelievable,Just watched this tonight on UK TV. Unbelievable...
One of the best owners yet! Heart of gold...more than Josh asked for and added money on top of that. Josh is a blessing for getting it done. Awesome. smiling face with smiling eyes,Positive,One of the best owners yet! Heart of gold...more than Josh asked for and added money on top of that. Josh is a blessing for getting it done. Awesome.😊,one of the best owners yet heart of gold more than josh asked for and added money on top of that josh is blessing for getting it done awesome smiling face with smiling eyes,One of the best owners yet! Heart of gold...more than Josh asked for and added money on top of that. Josh is a blessing for getting it done. Awesome. smiling face with smiling eyes
Thank you Sir. I have made a silly mistake in this problem now it's clear.,Positive,Thank you Sir. I have made a silly mistake in this problem now it's clear.,thank you sir have made silly mistake in this problem now it clear,Thank you Sir. I have made a silly mistake in this problem now it's clear.
"I believe he might be referring to Pesto Tech, who, in my opinion, are a scam and are dishonest.",Negative,"I believe he might be referring to Pesto Tech, who, in my opinion, are a scam and are dishonest.",believe he might be referring to pesto tech who in my opinion are scam and are dishonest,"I believe he might be referring to Pesto Tech, who, in my opinion, are a scam and are dishonest."
This shows up by default due to automatic recommendation.,Neutral,This shows up by default due to automatic recommendation.,this shows up by default due to automatic recommendation,This shows up by default due to automatic recommendation.
I wouldn't say it was Love Island that's responsible for her suicide. She was supposed to go to court next month on domestic abuse charges on her boyfriend.,Neutral,I wouldn't say it was Love Island that's responsible for her suicide. She was supposed to go to court next month on domestic abuse charges on her boyfriend.,wouldn say it was love island that responsible for her suicide she was supposed to go to court next month on domestic abuse charges on her boyfriend,I wouldn't say it was Love Island that's responsible for her suicide. She was supposed to go to court next month on domestic abuse charges on her boyfriend.
Jokic is just a crybaby,Negative,Jokic is just a crybaby,jokic is just crybaby,Jokic is just a crybaby
If you want to annoy the other person you should just say “you know what else is massive? Your receding hairline.”,Neutral,If you want to annoy the other person you should just say “you know what else is massive? Your receding hairline.”,if you want to annoy the other person you should just say you know what else is massive your receding hairline,If you want to annoy the other person you should just say “you know what else is massive? Your receding hairline.”
hi shradhha di..can you please make a video on the future scopes of jobs even if there will be AI working more efficiently...what will be the future chances of jobs,Neutral,hi shradhha di..can you please make a video on the future scopes of jobs even if there will be AI working more efficiently...what will be the future chances of jobs,hi shradhha di can you please make video on the future scopes of jobs even if there will be ai working more efficiently what will be the future chances of jobs,hi shradhha di..can you please make a video on the future scopes of jobs even if there will be AI working more efficiently...what will be the future chances of jobs
