text,label,text_raw,text_classical,text_transformer,VideoID,VideoTitle,PublishedAt,CountryCode,CategoryID
"Well, I just subscribed and immediately got called a slur. YAY! Mission accomplished.",Negative,"Well, I just subscribed and immediately got called a slur. YAY! Mission accomplished.",well just subscribed and immediately got called slur yay mission accomplished,"Well, I just subscribed and immediately got called a slur. YAY! Mission accomplished.",3Uh6r9tjdAY,Dream,2025-02-04 04:03:36,IE,26
"""you want a postcard?"".... Enjoy your trip! Karma grinning face with sweat face with tears of joy",Neutral,"""you want a postcard?"".... Enjoy your trip! Karma 😅😂",you want postcard enjoy your trip karma grinning face with sweat face with tears of joy,"""you want a postcard?"".... Enjoy your trip! Karma grinning face with sweat face with tears of joy",ZG6YHHLW-z4,Rich Ladies in Monaco #rich #millionaire #billionaire #shortsfeed,2025-01-13 20:22:59,IE,26
"I really enjoy a lot of Brad's content but if I'm being honest, I feel like a lot of these are rushed and not so much of explaining of what this and that code is doing... and etc. I mean there's some explanation but just seem to write codes and forget that most audiences are new programmers. again I appreciate all of the FREE content and I'm learning, I'm just wondering if Brad's courses are a bit more dummy down for slow learners like myself. Does anyone feel this way?",Negative,"I really enjoy a lot of Brad's content but if I'm being honest, I feel like a lot of these are rushed and not so much of explaining of what this and that code is doing... and etc. I mean there's some explanation but just seem to write codes and forget that most audiences are new programmers. again I appreciate all of the FREE content and I'm learning, I'm just wondering if Brad's courses are a bit more dummy down for slow learners like myself. Does anyone feel this way?",really enjoy lot of brad content but if being honest feel like lot of these are rushed and not so much of explaining of what this and that code is doing and etc mean there some explanation but just seem to write codes and forget that most audiences are new programmers again appreciate all of the free content and learning just wondering if brad courses are bit more dummy down for slow learners like myself does anyone feel this way,"I really enjoy a lot of Brad's content but if I'm being honest, I feel like a lot of these are rushed and not so much of explaining of what this and that code is doing... and etc. I mean there's some explanation but just seem to write codes and forget that most audiences are new programmers. again I appreciate all of the FREE content and I'm learning, I'm just wondering if Brad's courses are a bit more dummy down for slow learners like myself. Does anyone feel this way?",JkeyKeK3V24,"Build 5 Projects With HTML, CSS & JavaScript",2022-02-17 04:59:46,US,27
red heart smiling face with hearts,Positive,❤🥰,red heart smiling face with hearts,red heart smiling face with hearts,N2opj8XzYBY,Google Sheets - Full Course,2024-01-21 12:17:54,US,27
"Between this and the corruption of their monarchy, the UK certainly seems to be falling apart.",Negative,"Between this and the corruption of their monarchy, the UK certainly seems to be falling apart.",between this and the corruption of their monarchy the uk certainly seems to be falling apart,"Between this and the corruption of their monarchy, the UK certainly seems to be falling apart.",tJrlz7mjjXc,Crisis deepens for Boris Johnson as four aides resign - BBC News,2022-02-19 09:27:38,GB,25
It's because of his infectious attitude I decided to finally begin my journey in obtaining a BS in Mathematics. It's been both pleasing and thought-provoking to dive into the world of math. Excited to see where this will lead! Thanks Eddie!,Positive,It's because of his infectious attitude I decided to finally begin my journey in obtaining a BS in Mathematics. It's been both pleasing and thought-provoking to dive into the world of math. Excited to see where this will lead! Thanks Eddie!,it because of his infectious attitude decided to finally begin my journey in obtaining bs in mathematics it been both pleasing and thought provoking to dive into the world of math excited to see where this will lead thanks eddie,It's because of his infectious attitude I decided to finally begin my journey in obtaining a BS in Mathematics. It's been both pleasing and thought-provoking to dive into the world of math. Excited to see where this will lead! Thanks Eddie!,PXwStduNw14,Mathematics is the sense you never knew you had | Eddie Woo | TEDxSydney,2021-08-20 23:19:11,US,25
you've got hardcore balls,Neutral,you've got hardcore balls,you ve got hardcore balls,you've got hardcore balls,IEf1KAcK6A8,ES6 JavaScript Tutorial for Beginners - Getting Started,2018-12-03 10:59:19,DE,27
"I've been watching you since your collage days and to see the growth and skill you have gained in drifting is insane. To say the least. I look forward to coming home after work and seeing a new vid for the great Adam LZ. Just to see what crazy thing you're doing. Always enjoy every video,. Thanks for being you Adam LZ hats off to you!",Positive,"I've been watching you since your collage days and to see the growth and skill you have gained in drifting is insane. To say the least. I look forward to coming home after work and seeing a new vid for the great Adam LZ. Just to see what crazy thing you're doing. Always enjoy every video,. Thanks for being you Adam LZ hats off to you!",ve been watching you since your collage days and to see the growth and skill you have gained in drifting is insane to say the least look forward to coming home after work and seeing new vid for the great adam lz just to see what crazy thing you re doing always enjoy every video thanks for being you adam lz hats off to you,"I've been watching you since your collage days and to see the growth and skill you have gained in drifting is insane. To say the least. I look forward to coming home after work and seeing a new vid for the great Adam LZ. Just to see what crazy thing you're doing. Always enjoy every video,. Thanks for being you Adam LZ hats off to you!",puAxmbh6190,I'm Stepping Down from Drift Masters,2025-01-14 00:03:12,NZ,2
"Just watched Scott on the One Show, what a likeable guy, nice to hear the stories of his time spent with the Queen.",Positive,"Just watched Scott on the One Show, what a likeable guy, nice to hear the stories of his time spent with the Queen.",just watched scott on the one show what likeable guy nice to hear the stories of his time spent with the queen,"Just watched Scott on the One Show, what a likeable guy, nice to hear the stories of his time spent with the Queen.",BcPZggJCMhE,My life as the Queen’s piper - BBC News,2022-09-19 17:52:53,GB,25
Like the Tories since Thatcher..,Neutral,Like the Tories since Thatcher..,like the tories since thatcher,Like the Tories since Thatcher..,diHcpZvBjT0,Ian Hislop’s unfiltered take on Elon Musk | LBC,2025-01-14 02:42:03,IE,25
Get prepared for the Revelations red heart,Neutral,Get prepared for the Revelations ❤,get prepared for the revelations red heart,Get prepared for the Revelations red heart,_jBKp2ezFKY,"California wildfire devastation is 'apocalyptic,' Josh Flagg says",2025-01-12 11:15:27,NZ,25
"Instead of just conducting the hearing, Durbin, after question periods by nearly every republican, steps in to run interference for the nominee. I doubt that's in the job description for a committee chairman, but ya' gotta' have the theatrics from the left. On the plus side, at least he's not eating chicken, or wearing African garb.",Neutral,"Instead of just conducting the hearing, Durbin, after question periods by nearly every republican, steps in to run interference for the nominee. I doubt that's in the job description for a committee chairman, but ya' gotta' have the theatrics from the left. On the plus side, at least he's not eating chicken, or wearing African garb.",instead of just conducting the hearing durbin after question periods by nearly every republican steps in to run interference for the nominee doubt that in the job description for committee chairman but ya gotta have the theatrics from the left on the plus side at least he not eating chicken or wearing african garb,"Instead of just conducting the hearing, Durbin, after question periods by nearly every republican, steps in to run interference for the nominee. I doubt that's in the job description for a committee chairman, but ya' gotta' have the theatrics from the left. On the plus side, at least he's not eating chicken, or wearing African garb.",5MGb2a4aZTE,Sen. Graham storms out of SCOTUS hearing after fiery exchange with Sen. Durbin,2022-03-22 20:20:10,CA,25
My sister and l did a couple traing runs w/o skiez just to get a feel for it .l bet thats this.,Positive,My sister and l did a couple traing runs w/o skiez just to get a feel for it .l bet thats this.,my sister and did couple traing runs skiez just to get feel for it bet thats this,My sister and l did a couple traing runs w/o skiez just to get a feel for it .l bet thats this.,mrTTXq3D4mA,Taking a ski lift without ski's 😂🎿                🎥: N Strandanäs via ViralHog,2025-01-11 23:25:30,CA,26
who let Kermit the frog in there,Neutral,5:58 who let Kermit the frog in there,who let kermit the frog in there,who let Kermit the frog in there,vPS9gzLbyG8,Trump FIRES BACK At Reporter When Asked THIS,2025-01-14 13:55:58,IE,25
Guess it was a karen,Neutral,Guess it was a karen,guess it was karen,Guess it was a karen,nTFeUf41Bns,Be careful when buying used cars online,2025-01-10 23:24:45,US,2
You can spot the privileged folks in the comments trying to hawk their unhealthy food. Disgusting.,Negative,You can spot the privileged folks in the comments trying to hawk their unhealthy food. Disgusting.,you can spot the privileged folks in the comments trying to hawk their unhealthy food disgusting,You can spot the privileged folks in the comments trying to hawk their unhealthy food. Disgusting.,Xg5TBryM9WI,From Trash to Treasure 💎💸 (@cinema_chelsey on TikTok) #shorts,2025-02-04 03:13:46,IE,24
Thank you so so much. I've finished your tutorial and everything has gone smoothly.,Positive,Thank you so so much. I've finished your tutorial and everything has gone smoothly.,thank you so so much ve finished your tutorial and everything has gone smoothly,Thank you so so much. I've finished your tutorial and everything has gone smoothly.,g2b-NbR48Jo,Spring MVC Tutorial | Full Course,2022-07-06 18:30:28,IN,27
A lot of the female comics that pop up on Facebook are the same way.,Neutral,A lot of the female comics that pop up on Facebook are the same way.,lot of the female comics that pop up on facebook are the same way,A lot of the female comics that pop up on Facebook are the same way.,rx9A0ABUV-I,LIVE REVIEW: Amy Schumer's Netflix Disaster! | Louder With Crowder,2022-12-19 19:09:13,US,25
why is update not updating,Negative,why is update not updating,why is update not updating,why is update not updating,-0exw-9YJBo,Learn The MERN Stack - Express & MongoDB Rest API,2024-03-05 13:42:38,US,27
"This is the most fake program on television, yet you all still watch it.",Negative,"This is the most fake program on television, yet you all still watch it.",this is the most fake program on television yet you all still watch it,"This is the most fake program on television, yet you all still watch it.",ZFK740tlS1k,Prank can cost you a fortune,2025-02-04 02:04:55,CA,24
Is there wet wall?,Neutral,Is there wet wall?,is there wet wall,Is there wet wall?,y2y5Oo3CH3Y,How to fix holes with bondo,2025-01-10 06:29:07,US,26
"In just one tutorial you do explain everything needed to set it. Thanks, buddy — this is the kind of content I was looking for: very well explained and with good didatics.",Positive,"In just one tutorial you do explain everything needed to set it. Thanks, buddy — this is the kind of content I was looking for: very well explained and with good didatics.",in just one tutorial you do explain everything needed to set it thanks buddy this is the kind of content was looking for very well explained and with good didatics,"In just one tutorial you do explain everything needed to set it. Thanks, buddy — this is the kind of content I was looking for: very well explained and with good didatics.",OuBUUkQfBYM,Servlet & JSP Tutorial | Full Course,2020-04-27 00:16:35,IN,27
this really helped me to deploy my very first react app,Positive,this really helped me to deploy my very first react app,this really helped me to deploy my very first react app,this really helped me to deploy my very first react app,ZKxvBsGVKR8,How to deploy a react application to production - step by step process | Crash Course,2020-05-19 22:11:53,IN,27
Could any of the witnesses question Nunes regarding the case involving the fictitious cow and question Jordan regarding the sexual harassment allegations against him?,Neutral,Could any of the witnesses question Nunes regarding the case involving the fictitious cow and question Jordan regarding the sexual harassment allegations against him?,could any of the witnesses question nunes regarding the case involving the fictitious cow and question jordan regarding the sexual harassment allegations against him,Could any of the witnesses question Nunes regarding the case involving the fictitious cow and question Jordan regarding the sexual harassment allegations against him?,0enYKXuedsQ,Lt. Col. Alexander Vindman Calls Out Devin Nunes During Testimony,2025-02-05 04:04:50,US,25
"They need to appeal this decision, the ref was absolutely abysmal. He lost control of the game, was giving out yellow cards every time an arsenal player went down. He was so bad he made us all beg for VAR to be brought back. face with tears of joy",Negative,"They need to appeal this decision, the ref was absolutely abysmal. He lost control of the game, was giving out yellow cards every time an arsenal player went down. He was so bad he made us all beg for VAR to be brought back. 😂",they need to appeal this decision the ref was absolutely abysmal he lost control of the game was giving out yellow cards every time an arsenal player went down he was so bad he made us all beg for var to be brought back face with tears of joy,"They need to appeal this decision, the ref was absolutely abysmal. He lost control of the game, was giving out yellow cards every time an arsenal player went down. He was so bad he made us all beg for VAR to be brought back. face with tears of joy",W781I9Sv9E8,Reports: Reds Wait On Potential Ugarte Ban! | Man United News,2025-01-13 11:03:08,IE,25
Why lists do not use square brackets. How one differentiate a record from a list then?,Neutral,Why lists do not use square brackets. How one differentiate a record from a list then?,why lists do not use square brackets how one differentiate record from list then,Why lists do not use square brackets. How one differentiate a record from a list then?,Y0lDGjwRYKw,GraphQL Tutorial #1 - Introduction to GraphQL,2022-06-25 11:53:09,GB,27
"Thanks for not including the play. I've already watched it, but now I need to search for it again.",Negative,"Thanks for not including the play. I've already watched it, but now I need to search for it again.",thanks for not including the play ve already watched it but now need to search for it again,"Thanks for not including the play. I've already watched it, but now I need to search for it again.",RnnTJSQs2Y8,Bo Jackson STORY! ⚾️ #shorts,2025-02-04 13:13:50,US,17
"Today I noticed that It was a couple of days since the Shaun's last upload. ""So he's human..."" I thought. Then 3 new videos pop'ed out.",Neutral,"Today I noticed that It was a couple of days since the Shaun's last upload. ""So he's human..."" I thought. Then 3 new videos pop'ed out.",today noticed that it was couple of days since the shaun last upload so he human thought then new videos pop ed out,"Today I noticed that It was a couple of days since the Shaun's last upload. ""So he's human..."" I thought. Then 3 new videos pop'ed out.",w0KZhi3DD-0,Tailwind CSS Tutorial #3 - Fonts & Colors,2020-07-06 14:09:47,GB,27
Thanks for this greate couse and waiting for mysql analytical course,Positive,Thanks for this greate couse and waiting for mysql analytical course,thanks for this greate couse and waiting for mysql analytical course,Thanks for this greate couse and waiting for mysql analytical course,SA_SDo-cqpg,Excel Full Course for Data Analysis with Projects [ 2 Hours] | Excel Tutorial 2024,2023-06-17 02:47:54,IN,27
She's terrible.,Negative,She's terrible.,she terrible,She's terrible.,ghCu7Naegbo,me when the bring the 🥂 #goldenglobes #goldenglobes25 #emmastone #lipreadinggirl #lipreading,2025-02-04 03:53:58,IE,26
"superb video, thanks a ton",Positive,"superb video, thanks a ton",superb video thanks ton,"superb video, thanks a ton",Yan0cv2cLy8,Jump Game - Greedy - Leetcode 55,2023-09-01 03:40:02,US,27
"I'm always surprised to see his thin layering and lack of gloves or mitts. But, I guess he manages fine",Negative,"I'm always surprised to see his thin layering and lack of gloves or mitts. But, I guess he manages fine",always surprised to see his thin layering and lack of gloves or mitts but guess he manages fine,"I'm always surprised to see his thin layering and lack of gloves or mitts. But, I guess he manages fine",FJ32thShjLs,Close Call At (-60) Freezing Weather | #shorts #viral @OutdoorBoys,2025-02-04 02:29:11,CA,26
"That finished in your end zone dropped me lol! But the NFL CAN'T allow Hill to come home!!! Rice, Hill, Brown (he will resign), and Worthy with Kelce and Gray underneath!?!?!? Who needs defense!! Lol",Negative,"That finished in your end zone dropped me lol! But the NFL CAN'T allow Hill to come home!!! Rice, Hill, Brown (he will resign), and Worthy with Kelce and Gray underneath!?!?!? Who needs defense!! Lol",that finished in your end zone dropped me lol but the nfl can allow hill to come home rice hill brown he will resign and worthy with kelce and gray underneath who needs defense lol,"That finished in your end zone dropped me lol! But the NFL CAN'T allow Hill to come home!!! Rice, Hill, Brown (he will resign), and Worthy with Kelce and Gray underneath!?!?!? Who needs defense!! Lol",fzYVL5TYnIs,Tyreek Hill leaving the Miami Dolphins‼️🤣 #nfl #footballshorts #americanfootball,2025-01-08 07:52:42,US,17
So bummed you won't be at drift masters crying face crying face,Negative,So bummed you won't be at drift masters 😢😢,so bummed you won be at drift masters crying face crying face,So bummed you won't be at drift masters crying face crying face,puAxmbh6190,I'm Stepping Down from Drift Masters,2025-02-04 08:24:53,NZ,2
Amen! My God he is so freaking embarrassing. Sorry to all the Canadians this ass is still breathing.,Positive,Amen! My God he is so freaking embarrassing. Sorry to all the Canadians this ass is still breathing.,amen my god he is so freaking embarrassing sorry to all the canadians this ass is still breathing,Amen! My God he is so freaking embarrassing. Sorry to all the Canadians this ass is still breathing.,pSuKqfXXR_E,Canadian MP Annihilates Trump In Brutal And Epic Fashion,2025-01-12 01:02:23,CA,25
Love what you said about karens,Neutral,Love what you said about karens,love what you said about karens,Love what you said about karens,JFb1BrevuPY,HANDLINING A SHARK 🦈,2025-01-14 15:15:41,NZ,26
Because they need phycological help - not just transitioning-,Negative,Because they need phycological help - not just transitioning-,because they need phycological help not just transitioning,Because they need phycological help - not just transitioning-,4NrlyqAK6LI,The Connection Between Transgenderism and Suicidality,2022-04-13 05:21:36,US,25
Cringe ASF. Grown ass man making Facebook shorts and tiktoks. EW.,Negative,Cringe ASF. Grown ass man making Facebook shorts and tiktoks. EW.,cringe asf grown ass man making facebook shorts and tiktoks ew,Cringe ASF. Grown ass man making Facebook shorts and tiktoks. EW.,XCq3O5UlOiA,Real things I’ve seen as a Firefighter. He was so confident about it though. #bike #firefighter,2025-01-10 04:45:33,US,26
Can’t stand bothersome mf’s like this. Get a life stop hanging around doing nothing,Negative,Can’t stand bothersome mf’s like this. Get a life stop hanging around doing nothing,can stand bothersome mf like this get life stop hanging around doing nothing,Can’t stand bothersome mf’s like this. Get a life stop hanging around doing nothing,Jo8DuEHc-SQ,Biker stands up for himself when approached by this stranger 😱 @Undisclosed_Moto,2025-01-12 07:42:40,CA,26
"9 05 Like this if you also noticed that configurations 5 and 10 are ambiguous, the isolines can be put into those two diffwrent ways.",Positive,"9:05: Like this if you also noticed that configurations 5 and 10 are ambiguous, the isolines can be put into those two diffwrent ways.",like this if you also noticed that configurations and are ambiguous the isolines can be put into those two diffwrent ways,"9 05 Like this if you also noticed that configurations 5 and 10 are ambiguous, the isolines can be put into those two diffwrent ways.",0ZONMNUKTfU,Coding Marching Squares,2023-09-10 20:19:10,US,27
You may need to test at different inlet air speed. There always a potential that the devider behave differently at different air flow rate.,Neutral,You may need to test at different inlet air speed. There always a potential that the devider behave differently at different air flow rate.,you may need to test at different inlet air speed there always potential that the devider behave differently at different air flow rate,You may need to test at different inlet air speed. There always a potential that the devider behave differently at different air flow rate.,0FGpD_1HL20,$70 Leaf Blowers Saved the 12 Rotor From Dyno Disaster,2025-01-14 18:07:52,NZ,2
Yeah the cameramen here sucked...,Neutral,Yeah the cameramen here sucked...,yeah the cameramen here sucked,Yeah the cameramen here sucked...,W0I0bO10BuQ,BOMBSHELL: Police STOOD DOWN; Trump Shooting Conspiracy EXPLAINED | The Kyle Kulinski Show,2024-12-13 19:54:40,US,25
We love Marcos for ever the best president bongbong Marcos your The Best very powerful and talented and smart president folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands God bless Philippines God bless you always folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands,Positive,We love Marcos for ever the best president bongbong Marcos your The Best very powerful and talented and smart president 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 God bless Philippines God bless you always 🙏🙏🙏 🙏🙏🙏🙏🙏,we love marcos for ever the best president bongbong marcos your the best very powerful and talented and smart president folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands god bless philippines god bless you always folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands,We love Marcos for ever the best president bongbong Marcos your The Best very powerful and talented and smart president folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands God bless Philippines God bless you always folded hands folded hands folded hands folded hands folded hands folded hands folded hands folded hands,_3zpWOC80MY,NAKAKABILIB ITO! PBBM UUPO KATABI ANG MGA SUPERPOWERS NA BANSA SA UN  SECURITY COUNCIL.,2025-01-20 14:25:29,PH,25
Lexical scoping completed at time stamp,Neutral,Lexical scoping completed at time stamp 13:30,lexical scoping completed at time stamp,Lexical scoping completed at time stamp,VaH09NXQZ58,Lexical scoping and Closure | chai aur #javascript,2024-10-30 19:38:02,IN,27
Watch the interview that Raja Miah did on Tousi TV - truly eye opening . . . what the man had to go thru and endure and the *s that put him thru it !! I truly salute Raja - a very brave man given his background.,Positive,Watch the interview that Raja Miah did on Tousi TV - truly eye opening . . . what the man had to go thru and endure and the *s that put him thru it !! I truly salute Raja - a very brave man given his background.,watch the interview that raja miah did on tousi tv truly eye opening what the man had to go thru and endure and the that put him thru it truly salute raja very brave man given his background,Watch the interview that Raja Miah did on Tousi TV - truly eye opening . . . what the man had to go thru and endure and the *s that put him thru it !! I truly salute Raja - a very brave man given his background.,UhjmS1-vKa4,Oldham uprising & public inquiry politics – with Raja Miah and Isabel Hardman,2025-01-09 18:38:40,GB,25
This is why you should be nice to your neighbors,Positive,This is why you should be nice to your neighbors,this is why you should be nice to your neighbors,This is why you should be nice to your neighbors,F-N70SC16W0,Her Kindness Saved My Home!🙏❤️ #ring #cctv #usa #us #helping #shorts,2025-01-10 22:24:26,CA,26
So your sister has two children?,Neutral,So your sister has two children?,so your sister has two children,So your sister has two children?,rNm5fSkzOAg,What?!?!!?! 😱🏀 #littos,2025-01-14 00:21:10,AU,17
I think they are confusing Bernie Sanders with Micheal Bloomberg.,Neutral,I think they are confusing Bernie Sanders with Micheal Bloomberg.,think they are confusing bernie sanders with micheal bloomberg,I think they are confusing Bernie Sanders with Micheal Bloomberg.,egIaXuO93H8,Democratic Super-PAC Caught Preparing Bernie Sanders Attack Ads,2020-02-15 04:16:27,US,25
I HATE YOU BECAUSE YOU'RE ALLERGIC TO DOGS OR PUPPIES,Negative,I HATE YOU BECAUSE YOU'RE ALLERGIC TO DOGS OR PUPPIES,hate you because you re allergic to dogs or puppies,I HATE YOU BECAUSE YOU'RE ALLERGIC TO DOGS OR PUPPIES,tBskjdSBC40,Poor dog didn't see that coming #pets #animals #sad,2025-02-04 08:31:13,NZ,15
Me (A chief fan): sorry Hill it was great while it lasted,Neutral,Me (A chief fan): sorry Hill it was great while it lasted,me chief fan sorry hill it was great while it lasted,Me (A chief fan): sorry Hill it was great while it lasted,fzYVL5TYnIs,Tyreek Hill leaving the Miami Dolphins‼️🤣 #nfl #footballshorts #americanfootball,2025-01-09 20:10:54,US,17
"Boris Johnson and Sadik Khan the Mayor of London should go for bringing speed limit on roads 20mph.The speed limit on roads should have been 25-26mph.The speed is frustrating for drivers and passengers,police and ambulance service.",Neutral,"Boris Johnson and Sadik Khan the Mayor of London should go for bringing speed limit on roads 20mph.The speed limit on roads should have been 25-26mph.The speed is frustrating for drivers and passengers,police and ambulance service.",boris johnson and sadik khan the mayor of london should go for bringing speed limit on roads mph the speed limit on roads should have been mph the speed is frustrating for drivers and passengers police and ambulance service,"Boris Johnson and Sadik Khan the Mayor of London should go for bringing speed limit on roads 20mph.The speed limit on roads should have been 25-26mph.The speed is frustrating for drivers and passengers,police and ambulance service.",E2aeUIrHiYw,Boris Johnson survives leadership vote but 41% of his MPs have “no confidence” - BBC News,2022-06-08 21:55:34,GB,25
Hey Fox Morons! An excellent video...totally ruined by Hannity at the end begging for subscriptions! What Moron at Fox is putting these videos together????,Negative,Hey Fox Morons! An excellent video...totally ruined by Hannity at the end begging for subscriptions! What Moron at Fox is putting these videos together????,hey fox morons an excellent video totally ruined by hannity at the end begging for subscriptions what moron at fox is putting these videos together,Hey Fox Morons! An excellent video...totally ruined by Hannity at the end begging for subscriptions! What Moron at Fox is putting these videos together????,QsP-n54qBEU,‘The Five’ react to Bill Maher schooling MSNBC contributor on CRT,2022-03-08 16:13:27,CA,25
Boi I could see boy's cheeks clenched from here,Neutral,Boi I could see boy's cheeks clenched from here,boi could see boy cheeks clenched from here,Boi I could see boy's cheeks clenched from here,3lr7TcLoIVo,Every real trucker knows this driver is actually winning this battle 💪 #truck #automobile #snow,2025-01-11 02:30:54,US,2
"Harry, why are you starting from the beginning? Your previous Javascript course already covers that. Please teach us intermediate to master level JavaScript.",Negative,"Harry, why are you starting from the beginning? Your previous Javascript course already covers that. Please teach us intermediate to master level JavaScript.",harry why are you starting from the beginning your previous javascript course already covers that please teach us intermediate to master level javascript,"Harry, why are you starting from the beginning? Your previous Javascript course already covers that. Please teach us intermediate to master level JavaScript.",Q4p8vRQX8uY,Variables in JavaScript | JavaScript Tutorial in Hindi #2,2025-02-02 13:44:37,IN,27
Love you guys!!! God bless!!! red heart white heart blue heart,Positive,Love you guys!!! God bless!!!❤🤍💙,love you guys god bless red heart white heart blue heart,Love you guys!!! God bless!!! red heart white heart blue heart,onfIWbRumx0,"California Wildfires, Gulf of America, Zuckerberg Kills Meta Fact-Checking | PBD Podcast | Ep. 530",2025-01-10 03:58:32,US,25
"God bless people like her who save a dog like this one, and I wish the opposite on anyone who would dump such a sweetie (probably because she was about to have puppies).",Positive,"God bless people like her who save a dog like this one, and I wish the opposite on anyone who would dump such a sweetie (probably because she was about to have puppies).",god bless people like her who save dog like this one and wish the opposite on anyone who would dump such sweetie probably because she was about to have puppies,"God bless people like her who save a dog like this one, and I wish the opposite on anyone who would dump such a sweetie (probably because she was about to have puppies).",yUImrnDqGUk,Thank god this angel found this beautiful dog and decided to follow her ❤️,2025-01-15 15:30:01,NZ,15
"Gen X are also boomers as far as Gen Z/younger millennials are concerned. Just means old timer, not a strict generational term. And I think sometimes it can apply to even young people who stick to more conservative ideals. Not sure what the New Zealand parliament can do about climate change. They could turn off all the lights and air cons in NZ and it wouldn't make a bit of difference to global warming trends.",Neutral,"Gen X are also boomers as far as Gen Z/younger millennials are concerned. Just means old timer, not a strict generational term. And I think sometimes it can apply to even young people who stick to more conservative ideals. Not sure what the New Zealand parliament can do about climate change. They could turn off all the lights and air cons in NZ and it wouldn't make a bit of difference to global warming trends.",gen are also boomers as far as gen younger millennials are concerned just means old timer not strict generational term and think sometimes it can apply to even young people who stick to more conservative ideals not sure what the new zealand parliament can do about climate change they could turn off all the lights and air cons in nz and it wouldn make bit of difference to global warming trends,"Gen X are also boomers as far as Gen Z/younger millennials are concerned. Just means old timer, not a strict generational term. And I think sometimes it can apply to even young people who stick to more conservative ideals. Not sure what the New Zealand parliament can do about climate change. They could turn off all the lights and air cons in NZ and it wouldn't make a bit of difference to global warming trends.",OxJsPXrEqCI,'OK boomer': millennial MP responds to heckler in New Zealand parliament,2021-08-20 19:47:01,GB,25
Y’all are nearly as corporate as CNN. So many damned commercials.,Negative,Y’all are nearly as corporate as CNN. So many damned commercials.,all are nearly as corporate as cnn so many damned commercials,Y’all are nearly as corporate as CNN. So many damned commercials.,cVSW8pcYbJg,Bernie Raises MILLIONS After Debate,2020-01-21 04:46:38,US,25
Just finished! Great tutorial!,Positive,Just finished! Great tutorial!,just finished great tutorial,Just finished! Great tutorial!,lZAoFs75_cs,Linux for Ethical Hackers (Kali Linux Tutorial),2024-12-25 22:11:58,US,27
Why don't you use Carousel for Nav?,Neutral,Why don't you use Carousel for Nav?,why don you use carousel for nav,Why don't you use Carousel for Nav?,moBhzSC455o,Build a Responsive Grid CSS Website Layout From Scratch,2021-07-07 00:28:46,US,27
"Honestly, that's such a silly question.",Negative,"Honestly, that's such a silly question.",honestly that such silly question,"Honestly, that's such a silly question.",Pr6T-3yB9RM,Car Fleet - Leetcode 853 - Python,2025-02-02 14:32:29,US,27
thumbs up thumbs up thumbs up thumbs up thumbs up clapping hands clapping hands clapping hands clapping hands clapping hands Finally a President with Balls !,Positive,👍👍👍👍👍👏👏👏👏👏 Finally a President with Balls !,thumbs up thumbs up thumbs up thumbs up thumbs up clapping hands clapping hands clapping hands clapping hands clapping hands finally president with balls,thumbs up thumbs up thumbs up thumbs up thumbs up clapping hands clapping hands clapping hands clapping hands clapping hands Finally a President with Balls !,B4pc-6ZKBjg,Trump: 'All hell will break out' if hostages aren't returned,2025-01-10 04:44:15,US,25
The people in these comments are really something. “tHis iS bAD wRiTiNg bEcAUsE tHeRe wAs nO pRoBable CaUsE” even though this dude has been making bombs for over a decade.,Positive,The people in these comments are really something. “tHis iS bAD wRiTiNg bEcAUsE tHeRe wAs nO pRoBable CaUsE” even though this dude has been making bombs for over a decade.,the people in these comments are really something this is bad writing because there was no probable cause even though this dude has been making bombs for over decade,The people in these comments are really something. “tHis iS bAD wRiTiNg bEcAUsE tHeRe wAs nO pRoBable CaUsE” even though this dude has been making bombs for over a decade.,DxmiTVV3GHY,Bomber waited a decade for cops to show up | #TheRookie,2025-01-13 07:06:40,AU,24
"I started learning data structures and algorithms six months ago. However, I feel like I'm just memorizing the solution methods, rather than understanding the underlying concepts. I am aware that interview questions will differ from Leetcode. I suspect that I'll be stuck at that moment. How can I address this? What can I do to focus on understanding rather than recall solutions?",Negative,"I started learning data structures and algorithms six months ago. However, I feel like I'm just memorizing the solution methods, rather than understanding the underlying concepts. I am aware that interview questions will differ from Leetcode. I suspect that I'll be stuck at that moment. How can I address this? What can I do to focus on understanding rather than recall solutions?",started learning data structures and algorithms six months ago however feel like just memorizing the solution methods rather than understanding the underlying concepts am aware that interview questions will differ from leetcode suspect that ll be stuck at that moment how can address this what can do to focus on understanding rather than recall solutions,"I started learning data structures and algorithms six months ago. However, I feel like I'm just memorizing the solution methods, rather than understanding the underlying concepts. I am aware that interview questions will differ from Leetcode. I suspect that I'll be stuck at that moment. How can I address this? What can I do to focus on understanding rather than recall solutions?",T53EyLPj4UM,How I Cracked the Google Coding Interview (from unemployment),2025-02-02 14:07:53,US,27
